Batch Number,Frequent Itemset,Frequency
8,10042 14961 7057 7230,-14732
8,13255,-14732
8,11521 14240 3938,-14729
8,11521 14240 16377,-14723
8,11521 14240 14550 7057,-14721
8,14961 16265 2452,-14719
8,14621 3938 3962,-14717
8,10947 7230,-14714
8,17157 2862,-14714
8,10042 2452 7057 7230,-14710
8,14240 14550 7057 7230,-14708
8,10042 11521 14240 14961,-14700
8,14691 16377,-14699
8,14240 17157 2452,-14694
8,14240 2452 2862,-14685
8,6287 7617,-14669
8,14621 14691,-14660
8,11521 12870 2452,-14649
8,10042 16265 16954,-14643
8,14691 14961 7057,-14641
8,11521 14691 14961,-14634
8,17355,-14633
8,9728,-14626
8,14185,-14616
8,11443 11521,-14614
8,11283 7230,-14607
8,14240 16265 7057 7230,-14606
8,10042 14240 14961 2452,-14597
8,16384 16954,-14583
8,11283 14961,-14582
8,10947 14961,-14581
8,12870 2782,-14580
8,14691 14961 2452,-14580
8,11521 14240 16265 7057,-14577
8,14961 2452 9628,-14573
8,10042 14240 14961 7057,-14565
8,2782 7230,-14564
8,11521 14240 2452 5582 7057 7230,-14561
8,14961 2782,-14554
8,11521 14240 7057 9628,-14552
8,14240 14550 2452 7057,-14540
8,11521 14550 2452 7057,-14535
8,14240 14961 2452 5582 7057,-14530
8,4123,-14527
8,14240 16954 7057,-14522
8,11521 14961 5582 7057 7230,-14515
8,14550 5732,-14514
8,8393,-14513
8,5293,-14510
8,14240 7057 7230 9628,-14502
8,11283 14550 2782,-14496
8,16954 7057 7230,-14490
8,12870 4306,-14482
8,11521 14240 14961 5582 7230,-14479
8,14550 6971,-14477
8,14621 2782,-14475
8,10042 11521 14961 2452,-14466
8,5614,-14457
8,14240 16377 2452,-14456
8,2452 5926,-14442
8,11064 5732,-14441
8,16954 17157,-14437
8,11521 14961 2452 5582 7057,-14429
8,11781 14240,-14425
8,11521 14240 14550 7230,-14423
8,14240 2452 3938,-14422
8,10947 14691,-14409
8,14691 14961 7230,-14394
8,10042 14240 14961 7230,-14384
8,10042 11089,-14382
8,10042 6974,-14377
8,11521 5926,-14375
8,14550 3938,-14375
8,14961 2452 5582 7057 7230,-14374
8,14240 14550 2452 7230,-14369
8,14240 14961 2452 5582 7230,-14369
8,10042 11521 14240 2452 7057,-14367
8,11521 16265 2452 5582 9628,-14363
8,12338 17627,-14361
8,14240 16265 2452 7057,-14353
8,11521 14240 14691 7057,-14351
8,11521 2452 6974,-14340
8,11521 14240 16265 5582 9628,-14339
8,11521 16265 2452 7057,-14338
8,10947 5582,-14337
8,11521 14240 16265 7230,-14335
8,12870 16377,-14327
8,11521 14550 7057 7230,-14319
8,14240 16954 7230,-14319
8,14240 1905 7057,-14317
8,13763,-14316
8,12870 2862,-14314
8,10042 11283 16954,-14301
8,11521 14550 2452 7230,-14292
8,14961 16265 7057 7230,-14288
8,14550 14961 7057 7230,-14287
8,14691 6974,-14285
8,14240 2452 7057 9628,-14269
8,14550 7193,-14268
8,11521 14240 14550 14961,-14267
8,16265 5582 7057 7230,-14267
8,11521 16954 7057,-14264
8,11089 11521 14240 2452,-14261
8,11521 2452 7057 9628,-14260
8,11443 2452,-14254
8,14240 14961 16954,-14254
8,1905 9628,-14251
8,14240 16265 5582 7057,-14243
8,11283 9628,-14242
8,14550 2452 7057 7230,-14242
8,10947 16954,-14237
8,11521 14240 14961 16265,-14237
8,5760,-14237
8,14240 16265 2452 7230,-14232
8,11521 14691 2452 7057,-14231
8,14550 16265 5582,-14231
8,11521 16265 7057 7230,-14230
8,1905 7057 7230,-14227
8,11521 14240 16265 2452 9628,-14223
8,11521 12870 14240,-14220
8,11521 14240 7230 9628,-14214
8,11443 12338,-14203
8,11521 14961 2452 5582 7230,-14201
8,14691 5926,-14200
8,10042 11521 14240 2452 7230,-14199
8,5926 6974,-14195
8,12870 14240 2452,-14183
8,12293 5582,-14178
8,11064 14454,-14176
8,14240 14961 16265 7057,-14176
8,14240 5582 7057 9628,-14168
8,10042 11521 14240 7057 7230,-14166
8,14240 14550 14961 2452,-14164
8,14961 7057 7230 9628,-14164
8,14240 1905 7230,-14158
8,14240 14550 14961 7057,-14157
8,571 6974,-14155
8,13728 2862,-14153
8,11521 16265 2452 7230,-14150
8,11521 1905 7057,-14140
8,10042 11521 14961 7057,-14136
8,5582 7057 7230 9628,-14135
8,798,-14134
8,14240 14691 2452 7057,-14131
8,11089 4306,-14130
8,2743,-14130
8,13402,-14127
8,11521 7057 7230 9628,-14126
8,3860,-14126
8,14240 14691 7057 7230,-14109
8,14240 14961 1905,-14099
8,11521 14240 14961 9628,-14094
8,14240 16265 2452 5582 9628,-14090
8,16265 2452 7057 7230,-14082
8,4545,-14082
8,14240 14961 7057 9628,-14079
8,8915,-14076
8,14691 16265 5582,-14072
8,12293 17157,-14071
8,14240 14961 16265 2452,-14060
8,10042 14240 16265,-14059
8,14550 5582 9628,-14058
8,10042 11521 14240 16954 2452,-14054
8,16265 7057 9628,-14051
8,11089 16377,-14050
8,14240 16265 5582 7230,-14049
8,11521 14240 14961 5582 7057 7230,-14046
8,10042 14961 2452 7057,-14045
8,14240 2452 7230 9628,-14045
8,10451,-14043
8,16954 2452 7057,-14043
8,15070,-14040
8,11064 14240 2452,-14035
8,11521 14240 14691 7230,-14034
8,11521 14240 14961 2452 5582 7057,-14031
8,11064 11521 14240,-14029
8,10042 11521 2452 7057 7230,-14028
8,10042 14240 2452 7057 7230,-14024
8,11283 14313,-14020
8,11521 14550 14961 2452,-14014
8,10042 11521 16265,-14001
8,14240 14961 16265 5582,-14000
8,11521 14691 2452 7230,-13998
8,14240 14961 16265 7230,-13996
8,13728 7057,-13993
8,1905 2452 7057,-13992
8,11077,-13988
8,11521 2452 7230 9628,-13988
8,11521 16954 7230,-13982
8,10042 11521 2452 5582,-13981
8,2862 3962,-13979
8,14240 17627,-13974
8,16954 2452 7230,-13967
8,11521 12338,-13966
8,10042 11521 14240 14961 2452,-13957
8,2452 7057 7230 9628,-13956
8,14240 3962 7057,-13954
8,14240 14691 2452 7230,-13953
8,10042 16265 2452,-13951
8,13728 5582,-13949
8,10042 14961 2452 7230,-13948
8,11283 14550 4306,-13943
8,11521 14691 7057 7230,-13933
8,11521 14961 16265 2452,-13923
8,13728 14313,-13920
8,14240 14550 14961 7230,-13919
8,11521 14240 14550 2452 7057,-13917
8,14691 5582 9628,-13914
8,14240 5582 7230 9628,-13911
9,11521,-57685
9,11283,-57391
9,14550,-57107
9,2452,-56461
9,16377,-55800
9,14240,-55523
9,1905,-49509
9,3962,-47659
9,11521 2452,-46480
9,16954,-44838
9,4306,-44747
9,11521 14240,-44069
9,10042,-43351
9,14240 2452,-43030
9,2782,-42777
9,14691,-42199
9,11064,-42101
9,13728,-41735
9,12293,-41281
9,10947,-40398
9,14621,-39868
9,17157,-39605
9,11521 14240 2452,-39476
9,3938,-39034
9,6287,-38921
9,2862,-37602
9,5582,-37072
9,11089,-36910
9,14313,-36658
9,12870,-36340
9,6974,-35871
9,571,-34800
9,7057,-34546
9,14961,-34445
9,7230,-34283
9,14103,-33911
9,16265,-33243
9,15124,-32608
9,9628,-32488
9,5926,-30975
9,7057 7230,-30634
9,14240 7057,-30133
9,14240 14961,-29914
9,14240 7230,-29720
9,11521 7057,-29434
9,14961 7057,-29221
9,8904,-28962
9,2452 7057,-28946
9,2452 7230,-28837
9,11521 7230,-28827
9,14961 7230,-28782
9,11521 14961,-28607
9,14961 2452,-28322
9,10042 16954,-28246
9,6971,-28050
9,16265 5582,-27797
9,11283 14550,-27768
9,16384,-27694
9,886,-27538
9,7193,-27531
9,14240 7057 7230,-27524
9,11521 14240 7057,-27483
9,5582 9628,-27260
9,11607,-27166
9,1220,-27092
9,11521 2452 7057,-27055
9,5732,-27000
9,14961 7057 7230,-26981
9,14240 2452 7057,-26962
9,11521 14240 7230,-26954
9,6037,-26886
9,14454,-26871
9,11521 7057 7230,-26771
9,11521 14240 14961,-26760
9,14240 2452 7230,-26676
9,4640,-26661
9,11521 2452 7230,-26601
9,11812,-26441
9,2452 7057 7230,-26425
9,14240 14961 2452,-26404
9,14240 14961 7057,-26372
9,3624,-26307
9,11521 14961 2452,-26173
9,11283 16377,-26138
9,11781,-26124
9,14240 14961 7230,-25972
9,15107,-25863
9,11521 14240 2452 7057,-25724
9,7234,-25621
9,17627,-25499
9,11521 14961 7057,-25491
9,5862,-25487
9,11521 14240 7057 7230,-25355
9,7624,-25325
9,11521 14240 2452 7230,-25295
9,17169,-25240
9,12317,-25181
9,14961 2452 7057,-25136
9,16879,-25128
9,11521 14240 14961 2452,-24960
9,14240 2452 7057 7230,-24944
9,11521 14961 7230,-24928
9,11521 2452 7057 7230,-24928
9,16265 9628,-24824
9,14961 2452 7230,-24790
9,11521 1905,-24775
9,11443,-24715
9,8327,-24712
9,3290,-24691
9,14240 14961 7057 7230,-24672
9,14691 2452,-24491
9,7617,-24485
9,1905 2452,-24450
9,14550 16377,-24411
9,11521 14691,-24371
9,14550 2452,-24367
9,11089 3962,-24283
9,6972,-24274
9,11521 14240 14961 7057,-24272
9,12338,-24241
9,12155,-24208
9,11521 14550,-24167
9,14358,-24075
9,11521 14240 2452 7057 7230,-23902
9,14240 14961 2452 7057,-23835
9,11521 14961 7057 7230,-23824
9,10042 2452,-23803
9,10042 11521,-23787
9,14240 14550,-23777
9,11521 14240 14961 7230,-23742
9,8596,-23711
9,11521 14961 2452 7057,-23687
9,457,-23675
9,14240 1905,-23585
9,14961 2452 7057 7230,-23550
9,14240 14961 2452 7230,-23527
9,14240 5582,-23475
9,11521 5582,-23443
9,10042 14240,-23325
9,14621 3962,-23229
9,11521 14961 2452 7230,-23213
9,2452 5582,-23189
9,6029,-23124
9,16265 5582 9628,-22969
9,14240 14691,-22915
9,11283 2782,-22899
9,16668,-22887
9,11521 14240 14961 7057 7230,-22832
9,11521 14240 14961 2452 7057,-22826
9,14550 2782,-22826
9,1110,-22813
9,13614,-22813
9,11521 3962,-22779
9,5317,-22669
9,14550 4306,-22631
9,2452 3962,-22582
9,2913,-22539
9,10042 14550,-22519
9,14240 14961 2452 7057 7230,-22496
9,11521 14240 14961 2452 7230,-22392
9,11521 14961 2452 7057 7230,-22312
9,12582,-22222
9,14240 3962,-22188
9,2372,-22091
9,13728 2782,-22061
9,15844,-22061
9,11283 4306,-21980
9,10042 5582,-21962
9,1962,-21925
9,15582,-21835
9,11283 11521,-21786
9,15205,-21782
9,14621 3938,-21754
9,11283 2452,-21729
9,16377 4306,-21726
9,12870 14550,-21723
9,11521 14240 14961 2452 7057 7230,-21598
9,11521 16954,-21594
9,13081,-21551
9,11521 14691 2452,-21506
9,11283 17157,-21502
9,14550 2862,-21500
9,4577,-21468
9,9960,-21450
9,11521 1905 2452,-21441
9,16954 2452,-21312
9,11521 14550 2452,-21293
9,10042 11521 2452,-21272
9,12293 3290,-21239
9,12232,-21198
9,9340,-21150
9,14240 16265,-21095
9,2452 2782,-21085
9,11521 16265,-21057
9,11521 2782,-21056
9,14240 16954,-21055
9,11521 2452 5582,-21042
9,6206,-21022
9,11283 14240,-20979
9,5496,-20970
9,1905 3962,-20919
9,16265 2452,-20844
9,11521 14240 5582,-20805
9,1865,-20763
9,14240 9628,-20740
9,11040,-20728
9,14410,-20721
9,5085,-20718
9,1798,-20691
9,11521 9628,-20682
9,12293 14550,-20680
9,14550 17157,-20609
9,14240 2452 5582,-20493
9,10042 11521 14240,-20482
9,14240 2782,-20465
9,175,-20461
9,11521 14240 14550,-20450
9,14550 6974,-20426
9,11521 13728,-20425
9,7745,-20413
9,10947 3962,-20409
9,11283 13728,-20406
9,11521 14240 1905,-20400
9,2452 9628,-20381
9,14240 14550 2452,-20318
9,10042 14240 2452,-20292
9,11521 14240 14691,-20265
9,13728 2452,-20258
9,6797,-20244
9,4432,-20233
9,11283 3962,-20203
9,14240 1905 2452,-20159
9,10042 16265,-20156
9,11089 14621,-20123
9,11521 2452 3962,-20052
9,14240 14691 2452,-20052
9,14550 16954,-20036
9,14550 3962,-20011
9,3938 3962,-19973
9,17157 2782,-19943
9,11781 16954,-19902
9,14550 14691,-19888
9,17088,-19829
9,14928,-19818
9,12672,-19765
9,3605,-19750
9,10042 11283,-19715
9,1180,-19631
9,14538,-19614
9,12918,-19597
9,13728 14240,-19549
9,13728 14550,-19542
9,16954 5582,-19501
9,15062,-19474
9,2452 4306,-19473
9,10947 14240,-19415
9,11521 14240 2452 5582,-19389
9,10042 9628,-19272
9,11521 4306,-19267
9,5582 7057,-19263
9,11022,-19250
9,11283 14621,-19250
9,14621 2452,-19205
9,3106,-19204
9,10947 2452,-19195
9,11521 14240 3962,-19187
9,11337,-19156
9,10947 11521,-19136
9,11521 16954 2452,-19097
9,10042 11781,-19096
9,12074,-19086
9,10042 11521 14240 2452,-19077
9,6428,-19067
9,5582 7230,-19061
9,11283 1905,-19056
9,11064 14550,-19053
9,11283 16954,-19038
9,11521 14621,-19038
9,14961 5582,-19036
9,4656,-18995
9,14240 2452 3962,-18979
9,11521 16265 2452,-18967
9,11521 14240 14550 2452,-18960
9,11521 14240 1905 2452,-18909
9,4266,-18889
9,11521 14240 14691 2452,-18884
9,11283 11521 2452,-18841
9,8782,-18821
9,14240 4306,-18770
9,11521 14240 16265,-18757
9,6099,-18727
9,17324,-18718
9,10042 14691,-18701
9,14240 14621,-18685
9,16377 2782,-18644
9,11521 2452 9628,-18640
9,14550 1905,-18611
9,11521 2452 2782,-18609
9,14240 16265 5582,-18568
9,11521 16265 5582,-18498
9,14550 5582,-18494
9,14240 16265 2452,-18490
9,11521 14240 9628,-18478
9,11521 14240 16954,-18475
9,16954 1905,-18474
9,7233,-18465
9,16954 9628,-18425
9,13728 17157,-18361
9,14240 5582 9628,-18320
9,11089 2452,-18311
9,4996,-18308
9,16272,-18306
9,16265 2452 5582,-18282
9,14240 16954 2452,-18248
9,10042 2782,-18231
9,15755,-18228
9,11521 5582 9628,-18224
9,16242,-18178
9,11089 11521,-18162
9,14240 2452 9628,-18131
9,11443 17627,-18099
9,12034,-18098
9,16377 17157,-18095
9,3079,-18094
9,13728 14691,-18086
9,14367,-18062
9,14621 1905,-18062
9,4345,-18048
9,11152,-18043
9,10042 1905,-18017
9,11283 11521 14240,-18009
9,11521 16377,-17988
9,2452 5582 9628,-17953
9,11064 12293,-17951
9,11283 2862,-17938
9,14550 14621,-17896
9,17157 2452,-17891
9,6196,-17887
9,2862 4306,-17882
9,10820,-17872
9,10042 16265 5582,-17861
9,12911,-17854
9,11521 14240 2782,-17823
9,11521 17157,-17820
9,16377 2452,-17819
9,11521 14240 2452 3962,-17808
9,11283 14240 2452,-17803
9,12293 2452,-17790
9,10042 7057,-17751
9,11521 13728 2452,-17734
9,11283 14691,-17731
9,12470,-17722
9,16377 16954,-17714
9,10042 7230,-17699
9,11283 12870,-17642
9,14240 2452 2782,-17640
9,1905 3938,-17636
9,14550 7057,-17625
9,5582 7057 7230,-17625
9,1542,-17614
9,14691 5582,-17596
9,2452 2862,-17588
9,11521 12293,-17585
9,14312,-17583
9,10042 14961,-17578
9,14550 8904,-17561
9,16954 2782,-17549
9,14240 5582 7057,-17520
9,14550 7230,-17516
9,11521 14240 16265 2452,-17512
9,11064 6974,-17505
9,10042 3962,-17503
9,12293 14240,-17473
9,16265 16954,-17470
9,11089 14240,-17448
9,13728 16377,-17444
9,6274,-17424
9,2122,-17412
9,11064 571,-17383
9,14550 14961,-17378
9,3151,-17355
9,11521 2862,-17332
9,11521 3938,-17290
9,14240 14961 5582,-17274
9,13651,-17272
9,14691 2782,-17263
9,10042 4306,-17262
9,14240 5582 7230,-17253
9,11521 14240 2452 9628,-17229
9,14240 16377,-17205
9,14240 17157,-17203
9,14240 3938,-17203
9,11064 2452,-17195
9,3962 4306,-17194
9,12293 5732,-17189
9,11521 14240 16954 2452,-17182
9,10947 11089,-17181
9,8764,-17144
9,10042 5582 9628,-17128
9,11521 5582 7057,-17127
9,11064 11521,-17119
9,16265 7057,-17107
9,2782 4306,-17092
9,11064 5926,-17081
9,7057 9628,-17061
9,11521 2452 4306,-17028
9,14961 5582 7057,-17019
9,14691 4306,-17004
9,2452 3938,-17001
9,16265 7230,-16997
9,9254,-16995
9,11521 13728 14240,-16994
9,11521 14621 2452,-16985
9,11089 1905,-16971
9,10042 12293,-16962
9,14961 16265,-16935
9,10947 11521 2452,-16927
9,10042 11521 16954,-16924
9,14454 457,-16910
9,14691 1905,-16889
9,12293 2862,-16878
9,14313 16377,-16867
9,17154,-16862
9,16377 3962,-16858
9,14240 2862,-16848
9,14240 16265 9628,-16831
9,10042 16954 2452,-16829
9,2452 5582 7057,-16827
9,11521 16265 2452 5582,-16821
9,12785,-16818
9,191,-16789
9,7230 9628,-16778
9,14691 7057,-16768
9,13728 14240 2452,-16764
9,11521 16265 9628,-16759
9,14961 5582 7230,-16759
9,10947 1905,-16750
9,11521 5582 7230,-16750
9,14961 9628,-16749
9,9592,-16746
9,13593,-16738
9,1144,-16735
9,2452 5582 7230,-16729
9,10947 11521 14240,-16722
9,11521 14240 16265 5582,-16707
9,14050,-16706
9,13728 1905,-16689
9,14691 16954,-16648
9,2452 6974,-16632
9,11283 11521 14240 2452,-16616
9,10042 14240 16954,-16604
9,10947 3938,-16598
9,2660,-16589
9,14691 7230,-16586
9,11521 2452 5582 9628,-16585
9,10042 11781 16954,-16579
9,10947 14240 2452,-16571
9,11521 14961 5582,-16564
9,11521 14240 2452 2782,-16559
9,10947 14621,-16556
9,12870 2452,-16523
9,1905 2782,-16522
9,16265 2452 9628,-16518
9,11521 14240 5582 9628,-16509
9,14691 14961,-16472
9,12870 14240,-16466
9,14240 16265 2452 5582,-16449
9,11521 12870,-16435
9,11521 6974,-16432
9,11283 12293,-16431
9,10042 2862,-16421
9,14961 2452 5582,-16393
9,16377 1905,-16382
9,10042 13728,-16369
9,14550 16265,-16367
9,16954 3962,-16363
9,11064 2862,-16342
9,16147,-16335
9,16954 4306,-16331
9,11521 14240 5582 7057,-16318
9,11064 14240,-16310
9,14240 5582 7057 7230,-16309
9,11521 14240 14621,-16305
9,12161,-16299
9,10042 17157,-16277
9,11521 14240 4306,-16268
9,11283 8904,-16265
9,10042 7057 7230,-16238
9,17339,-16233
9,11089 3938,-16224
9,12605,-16204
9,14240 14621 2452,-16204
9,14240 2452 5582 9628,-16200
9,16954 5582 9628,-16195
9,11283 4640,-16179
9,1905 4306,-16176
9,3917,-16162
9,11089 11283,-16155
9,11089 11521 2452,-16149
9,13359,-16141
9,14240 2452 4306,-16130
9,14550 9628,-16126
9,10947 14550,-16125
9,10042 14240 7057,-16086
9,7767,-16086
9,8644,-16070
9,13728 16954,-16066
9,10042 16265 9628,-16050
9,13728 4306,-16049
9,13673,-16045
9,14240 6974,-16041
9,11521 2452 5582 7057,-16030
9,14240 2452 5582 7057,-16017
9,14621 4306,-16015
9,9471,-16006
9,16954 7057,-15991
9,16128,-15988
9,14691 3962,-15986
9,10042 14240 14961,-15981
9,14691 16265,-15981
9,17157 4306,-15979
9,14961 5582 7057 7230,-15978
9,11521 14240 5582 7230,-15977
9,15425,-15967
9,10042 16954 5582,-15964
9,14550 7057 7230,-15962
9,10042 14240 7230,-15956
9,11283 3938,-15922
9,11521 5582 7057 7230,-15905
9,6205,-15892
9,12293 6974,-15890
9,11521 14240 14961 5582,-15852
9,14240 14550 7057,-15846
9,5515,-15839
9,14240 16265 5582 9628,-15829
9,14240 2452 5582 7230,-15828
9,14550 571,-15828
9,16954 7230,-15809
9,10042 11521 7057,-15807
9,14240 14961 5582 7057,-15794
9,2152,-15789
9,14621 16377,-15775
9,11521 16265 5582 9628,-15763
9,16265 7057 7230,-15763
9,11521 2452 5582 7230,-15757
9,14961 16954,-15749
9,11089 14550,-15735
9,11521 13728 14240 2452,-15727
9,14691 9628,-15718
9,2452 5582 7057 7230,-15710
9,14382,-15692
9,14240 16265 7057,-15687
9,10042 14621,-15670
9,11521 14240 16265 2452 5582,-15668
9,14240 14550 14961,-15667
9,1905 7057,-15663
9,313,-15657
9,10042 2452 7057,-15651
9,10042 2452 7230,-15646
9,14240 14961 2452 5582,-15646
9,11064 14691,-15642
9,14240 14550 7230,-15638
9,14240 7057 9628,-15625
9,14149,-15619
9,7057 7230 9628,-15611
9,10042 14550 16954,-15610
9,11283 6287,-15604
9,11521 17157 2452,-15602
9,16265 16954 5582,-15601
9,10042 14961 7057,-15595
9,14240 14961 5582 7230,-15564
9,11064 11283,-15561
9,6739,-15539
9,10042 11521 7230,-15538
9,2782 3962,-15534
9,14691 17157,-15525
9,16265 2452 5582 9628,-15523
9,14240 14961 16265,-15520
9,10947 11521 14240 2452,-15517
9,30,-15507
9,12870 17157,-15504
9,14240 16265 7230,-15503
9,16265 5582 7057,-15502
9,11283 14550 16377,-15499
9,17560,-15495
9,11521 14550 7057,-15488
9,1905 7230,-15482
9,11521 14961 2452 5582,-15480
9,11521 14240 2452 5582 9628,-15469
9,11283 5582,-15461
9,11521 14240 2452 5582 7057,-15454
9,14961 1905,-15453
9,10042 14961 7230,-15445
9,11089 14621 3962,-15444
9,10774,-15439
9,10042 16377,-15435
9,2452 7193,-15435
9,11521 12293 2452,-15423
9,14691 2862,-15417
9,11521 2452 2862,-15385
9,16265 5582 7230,-15381
9,2782 2862,-15378
9,11521 16377 2452,-15370
9,5582 7057 9628,-15370
9,14550 2452 7057,-15353
9,11521 16265 7057,-15352
9,10042 11521 16954 2452,-15339
9,14240 7230 9628,-15338
9,10042 11521 14961,-15331
9,10042 14961 2452,-15320
9,14313 2782,-15313
9,11521 14961 5582 7057,-15312
9,11521 16265 2452 9628,-15295
9,14240 14961 9628,-15295
9,14961 16265 5582,-15288
9,14550 2452 7230,-15284
9,2782 5582,-15283
9,11521 14240 5582 7057 7230,-15280
9,11089 11521 14240,-15278
9,14550 14961 7057,-15262
9,16377 6287,-15259
9,11521 7057 9628,-15254
9,14961 16265 7057,-15237
9,14240 14691 7057,-15235
9,11521 14240 14621 2452,-15228
9,16452,-15226
9,1905 5582,-15225
9,11521 14240 16265 9628,-15221
9,14691 7057 7230,-15194
9,14550 5926,-15182
9,11521 14240 2452 5582 7230,-15179
9,11521 14550 7230,-15175
9,8832,-15165
9,10042 10947,-15162
9,3962 7057,-15162
9,14302,-15161
9,15922,-15157
9,11089 14240 2452,-15148
9,10042 12870,-15145
9,5582 7230 9628,-15143
9,10042 14240 5582,-15135
9,10947 11283,-15133
9,10042 11521 5582,-15127
9,10042 16265 5582 9628,-15125
9,10042 11064,-15117
9,11521 14240 2452 4306,-15106
9,14961 7057 9628,-15106
9,14961 2452 5582 7057,-15096
9,11521 14691 7057,-15095
9,16265 2452 7057,-15094
9,16377 2862,-15094
9,11521 2452 3938,-15088
9,3962 5582,-15083
9,11521 16265 7230,-15071
9,10042 2452 5582,-15069
9,14961 5582 9628,-15066
9,10550,-15060
9,16265 2452 7230,-15058
9,11521 7193,-15055
9,14961 16265 7230,-15053
9,14240 2452 5582 7057 7230,-15044
9,14550 14961 7230,-15035
9,11521 2452 5582 7057 7230,-15034
9,14240 14691 7230,-15021
9,10042 11521 14240 7057,-14998
9,3962 7230,-14995
9,10042 16954 9628,-14994
9,11521 14961 5582 7230,-14994
9,10042 14240 7057 7230,-14991
9,14240 14691 14961,-14986
9,14621 16954,-14984
9,11521 14240 14961 2452 5582,-14982
9,11521 11781,-14979
9,2452 7057 9628,-14977
9,11521 14550 14961,-14952
9,14240 14961 5582 7057 7230,-14951
9,14550 14961 2452,-14949
9,11521 12293 14240,-14942
9,14240 16265 2452 9628,-14942
9,12293 2782,-14939
9,11521 14240 17157,-14932
9,2342,-14925
9,14961 2452 5582 7230,-14918
9,11521 14961 16265,-14917
9,2862 6974,-14909
9,14691 2452 7057,-14908
9,11521 7230 9628,-14905
9,12293 14240 2452,-14896
9,3864,-14895
9,12293 12870,-14892
9,15296,-14892
9,14621 3938 3962,-14869
9,10042 11521 14240 16954,-14864
9,17627 2452,-14860
9,14961 3962,-14859
9,4472,-14853
9,10042 11521 2452 7057,-14850
9,14961 7230 9628,-14827
9,14691 2452 7230,-14817
9,11064 175,-14816
9,9051,-14815
9,14550 4640,-14812
9,2452 7230 9628,-14806
9,11521 14240 14961 5582 7057,-14784
9,10042 14240 2452 7057,-14783
9,11521 14691 7230,-14783
9,16265 16954 9628,-14774
9,17157 2862,-14772
9,10042 11521 14240 7230,-14769
9,14961 16265 2452,-14766
9,7416,-14763
9,14240 17157 2452,-14756
9,2782 7057,-14748
9,3371,-14739
9,11064 11521 2452,-14732
9,13255,-14731
9,11521 14961 9628,-14729
9,11781 2452,-14725
9,13728 3962,-14721
9,10042 14240 16954 2452,-14695
9,10042 14240 2452 7230,-14693
9,14240 16265 7057 7230,-14686
9,10042 16265 16954,-14685
9,10042 14961 7057 7230,-14681
9,14691 16377,-14681
9,11521 14240 3938,-14677
9,14240 7193,-14675
9,12870 2782,-14673
9,11521 14240 16265 7057,-14666
9,14621 14691,-14664
9,10042 11521 2452 7230,-14662
9,10042 11521 7057 7230,-14660
9,6287 7617,-14659
9,10042 11521 14240 14961,-14648
9,10947 7057,-14648
9,9728,-14645
9,11521 17627,-14642
9,14240 14550 7057 7230,-14635
9,11283 7057,-14631
9,11521 14240 2862,-14631
9,11521 14240 14550 7057,-14628
9,14240 2452 2862,-14626
9,11521 14240 16377,-14611
9,11283 14550 2782,-14606
9,14691 14961 7057,-14592
9,11521 14691 14961,-14591
9,11521 14240 7057 9628,-14589
9,16954 17157,-14588
9,14550 5732,-14587
9,10042 2452 7057 7230,-14585
9,11443 11521,-14574
9,17355,-14570
9,14621 2782,-14561
9,11521 12870 2452,-14554
9,11521 14240 2452 5582 7057 7230,-14553
9,14961 2452 9628,-14548
9,10042 14240 14961 2452,-14546
9,2782 7230,-14543
9,11064 5732,-14542
9,14240 7057 7230 9628,-14541
9,14961 2782,-14540
9,16954 7057 7230,-14526
9,14240 14961 2452 5582 7057,-14525
9,14691 14961 2452,-14519
9,14240 16954 7057,-14512
9,14550 3938,-14511
9,11521 14961 5582 7057 7230,-14508
9,10947 14961,-14496
9,10042 6974,-14495
9,11521 14240 14961 5582 7230,-14483
9,11521 14550 2452 7057,-14482
9,5293,-14482
9,10947 7230,-14473
9,16384 16954,-14472
9,11521 2452 6974,-14468
9,14240 14550 2452 7057,-14466
9,14185,-14462
9,8393,-14459
9,10042 14240 14961 7057,-14455
9,14691 6974,-14454
9,14550 6971,-14453
9,4123,-14446
9,11283 14961,-14445
9,11283 7230,-14445
9,11521 14961 2452 5582 7057,-14439
9,11521 16265 2452 5582 9628,-14434
9,12870 4306,-14426
9,11521 14240 16265 7230,-14420
9,11521 16265 2452 7057,-14418
9,14240 16265 2452 7057,-14418
9,2452 5926,-14416
9,12870 16377,-14413
9,11521 5926,-14410
9,14240 2452 3938,-14408
9,10042 11521 14961 2452,-14399
9,14961 16265 7057 7230,-14393
9,11521 14240 16265 5582 9628,-14386
9,16265 5582 7057 7230,-14376
9,14240 16377 2452,-14371
9,14550 16265 5582,-14369
9,11781 14240,-14363
9,14240 14961 2452 5582 7230,-14359
9,11521 14240 14550 7230,-14358
9,14691 14961 7230,-14351
9,14961 2452 5582 7057 7230,-14348
9,11521 16265 7057 7230,-14333
9,11521 14240 14961 16265,-14327
9,10042 14240 14961 7230,-14326
9,10947 14691,-14324
9,14240 14550 2452 7230,-14324
9,14240 16954 7230,-14309
9,5926 6974,-14307
9,14240 16265 5582 7057,-14305
9,11521 2452 7057 9628,-14297
9,14240 16265 2452 7230,-14297
9,14240 2452 7057 9628,-14297
9,11521 14240 14691 7057,-14292
9,14240 14961 16954,-14292
9,571 6974,-14292
9,11521 14240 16265 2452 9628,-14286
9,10042 11089,-14282
9,10947 5582,-14274
